ontologyIri,ontologyVersionIri,label,license,abstract,contributors,creator,publisher,title,maturity,imports
http://spec.equonto.com/ontology/maintenance-procedure/static-procedure-ontology,http://spec.equonto.com/ontology/202312/maintenance-procedure/static-procedure-ontology,Maintenance Procedures - Static Procedure Ontology,http://opensource.org/licenses/MIT,"The OMPD Static Procedure Ontology captures static information (i.e. non-temporal) captured in industrial maintenance procedures. This ontology captures information currently stored in maintenance procedure documentation in a generalizable way and supports its core users (maintenance technicians, maintenance engineers and maintenance schedulers) in their work. This ontology can be used alongside the Conditional Maintenance Task Ontology (https://spec.equonto.com/ontology/maintenance-procedure/conditional-maintenance-task-ontology/) for a more detailed description of maintenance procedures. Users can find details of the design methodology for this ontology at https://content.iospress.com/articles/applied-ontology/ao230279","Tim French: The University of Western Australia,Caitlin Woods: The University of Western Australia and Equonto,Melinda Hodkiewicz: The University of Western Australia",The University of Western Australia & Equonto Pty. Ltd.,Equonto Pty. Ltd.,Ontology for Maintenance Procedure Documentation (OMPD) Static Procedure Ontology,iof-av:Released,"https://spec.industrialontologies.org/ontology/core/meta/AnnotationVocabulary/,http://rds.posccaesar.org/ontology/lis14/ont/core"
